#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6;;;;;;;;;
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com;;;;;;;;;
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable;;;;;;;;;
-----------------------------------------------;;;;;;;;;
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement;;;;;;;;;
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources;;;;;;;;;
-----------------------------------------------;;;;;;;;;
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection;Latitude;Longitude
13/01/2021;Malaisie;144518;563;111578;0.39;77.21;22.40;4.5693754;102.2656823
13/01/2021;Mozambique;22996;201;18170;0.87;79.01;20.11;-19.302233;34.9144977
13/01/2021;Namibie;28871;264;24938;0.91;86.38;12.71;-23.2335499;17.3231107
13/01/2021;Nouvelle-Calédonie;40;0;40;0.00;100.00;0.00;-20.4542886;164.5566058
13/01/2021;Niger;3969;135;2507;3.40;63.16;33.43;17.7356214;9.3238432
13/01/2021;Nigéria;102601;1373;81574;1.34;79.51;19.16;9.6000359;7.9999721
13/01/2021;Nicaragua;6152;167;4225;2.71;68.68;28.61;12.6090157;-85.2936911
13/01/2021;Pays-Bas;895543;12664;11174;1.41;1.25;97.34;52.5001698;5.7480821
13/01/2021;Norvège;56615;482;17998;0.85;31.79;67.36;60.5000209;9.0999715
13/01/2021;Népal;266143;1937;259772;0.73;97.61;1.67;28.1083929;84.0917139
13/01/2021;Nouvelle-Zélande;2228;25;2141;1.12;96.10;2.78;-41.5000831;172.8344077
13/01/2021;Oman;131086;1508;123415;1.15;94.15;4.70;21.0000287;57.0036901
13/01/2021;Panama;285093;4561;223635;1.60;78.44;19.96;8.559559;-81.1308434
13/01/2021;Pérou;1037350;38335;971000;3.70;93.60;2.70;-6.8699697;-75.0458515
13/01/2021;Polynésie Française;17403;124;4842;0.71;27.82;71.46;-16.0344249;-146.0490931
13/01/2021;Papouasie-Nouvelle-Guinée;823;9;755;1.09;91.74;7.17;-5.6816069;144.2489081
13/01/2021;Philippines;492700;9699;458523;1.97;93.06;4.97;12.7503486;122.7312101
13/01/2021;Pakistan;508824;10772;464950;2.12;91.38;6.51;30.3308401;71.247499
13/01/2021;Pologne;1404905;32074;1147123;2.28;81.65;16.07;52.215933;19.134422
13/01/2021;Palestine;148968;1630;133599;1.09;89.68;9.22;31.9469665;35.2738655
13/01/2021;Portugal;496552;8080;378084;1.63;76.14;22.23;40.0332629;-7.8896263
13/01/2021;Paraguay;117590;2437;93258;2.07;79.31;18.62;-23.3165935;-58.1693445
13/01/2021;Qatar;146480;246;143094;0.17;97.69;2.14;25.3336984;51.2295295
13/01/2021;Réunion;9359;42;8830;0.45;94.35;5.20;-21.1307379;55.5364801
13/01/2021;Roumanie;681392;16969;610122;2.49;89.54;7.97;45.9852129;24.6859225
13/01/2021;Serbie;363924;3639;0;1.00;0.00;99.00;44.1534121;20.55144
13/01/2021;Russie;3434934;62463;2824240;1.82;82.22;15.96;64.6863136;97.7453061
13/01/2021;Rwanda;9950;125;6974;1.26;70.09;28.65;-1.9646631;30.0644358
13/01/2021;Arabie Saoudite;364096;6300;355857;1.73;97.74;0.53;25.6242618;42.3528328
13/01/2021;Îles Salomon;17;0;10;0.00;58.82;41.18;-8.7053941;159.1070694
13/01/2021;Seychelles;612;1;326;0.16;53.27;46.57;-4.6574977;55.4540146
13/01/2021;Soudan;23316;1468;13524;6.30;58.00;35.70;14.5844444;29.4917691
13/01/2021;Suède;512203;9834;0;1.92;0.00;98.08;59.6749712;14.5208584
13/01/2021;Singapour;58984;29;58694;0.05;99.51;0.44;1.357107;103.8194992
13/01/2021;Slovénie;143679;3070;116745;2.14;81.25;16.61;45.8133113;14.4808369
13/01/2021;Slovaquie;215055;3163;157028;1.47;73.02;25.51;48.7411522;19.4528646
13/01/2021;Sierra Leone;2864;77;2006;2.69;70.04;27.27;8.6400349;-11.8400269
13/01/2021;Saint-Marin;2706;65;2333;2.40;86.22;11.38;43.9458623;12.458306
13/01/2021;Sénégal;21883;489;18621;2.23;85.09;12.67;14.4750607;-14.4529612
13/01/2021;Somalie;4726;130;3639;2.75;77.00;20.25;8.3676771;49.083416
13/01/2021;Suriname;7178;138;6398;1.92;89.13;8.94;4.1413025;-56.0771187
13/01/2021;Soudan du sud;3670;63;3181;1.72;86.68;11.61;11;31
13/01/2021;Sao Tomé-et-Principe;1090;17;990;1.56;90.83;7.61;0.8875498;6.9648718
13/01/2021;El Salvador;49539;1447;43810;2.92;88.44;8.64;13.8000382;-88.9140683
13/01/2021;Syrie;12558;790;6185;6.29;49.25;44.46;34.6401861;39.0494106
13/01/2021;Eswatini;11919;319;7898;2.68;66.26;31.06;-26.5624806;31.3991317
13/01/2021;Tchad;2668;108;2016;4.05;75.56;20.39;15.6134137;19.0156172
13/01/2021;Togo;4045;73;3656;1.80;90.38;7.81;8.7800265;1.0199765
13/01/2021;Thaïlande;10991;67;6943;0.61;63.17;36.22;14.8971921;100.83273
13/01/2021;Tadjikistan;13308;90;13215;0.68;99.30;0.02;38.6281733;70.8156541
13/01/2021;Timor-Leste;51;0;45;0.00;88.24;11.76;-8.5151979;125.8375756
13/01/2021;Tunisie;164936;5343;120999;3.24;73.36;23.40;33.8439408;9.400138
13/01/2021;Turquie;2346285;23152;2218464;0.99;94.55;4.46;38.9597594;34.9249653
13/01/2021;Trinité-et-Tobago;7286;128;6883;1.76;94.47;3.77;10.8677845;-60.9821067
13/01/2021;Taïwan;842;7;731;0.83;86.82;12.35;23.9739374;120.9820179
13/01/2021;Tanzanie;509;21;183;4.13;35.95;59.92;-6.5247123;35.7878438
13/01/2021;Ukraine;1166958;21121;856719;1.81;73.41;24.78;49.4871968;31.2718321
13/01/2021;Ouganda;37948;303;13018;0.80;34.30;64.90;1.5333554;32.2166578
13/01/2021;États-Unis;22849962;380821;0;1.67;0.00;98.33;37.090240;-95.712891
13/01/2021;Uruguay;27846;269;20099;0.97;72.18;26.85;-32.8755548;-56.0201525
13/01/2021;Ouzbékistan;77716;618;76197;0.80;98.05;1.16;41.32373;63.9528098
13/01/2021;Vatican;27;0;15;0.00;55.56;44.44;41.9034912;12.4528349
13/01/2021;St-Vincent / Grenadines;284;0;106;0.00;37.32;62.68;12.90447;-61.2765569
13/01/2021;Venezuela;117299;1078;111175;0.92;94.78;4.30;8.0018709;-66.1109318
13/01/2021;Viet Nam;1521;35;1369;2.30;90.01;7.69;13.2904027;108.4265113
13/01/2021;Vanuatu;1;0;1;0.00;100.00;0.00;-16.5255069;168.1069154
13/01/2021;Samoa;2;0;2;0.00;100.00;0.00;-13.7693895;-172.1200508
13/01/2021;Kosovo;54261;1387;47081;2.56;86.77;10.68;42.5869578;20.9021231
13/01/2021;Yémen;2107;612;1416;29.05;67.20;3.75;16.3471243;47.8915271
13/01/2021;Mayotte;6255;56;2964;0.90;47.39;51.72;-12.8253862;45.1486261
13/01/2021;Afrique du Sud;1259748;34334;1019123;2.73;80.90;16.38;-28.8166236;24.991639
13/01/2021;Zambie;31100;509;21568;1.64;69.35;29.01;-14.5186239;27.5599164
13/01/2021;Zimbabwe;23239;551;13396;2.37;57.64;39.98;-18.4554963;29.7468414
13/01/2021;Autres;721;15;706;2.08;97.92;0.00;;
12/01/2021;Autres;721;15;706;2.08;97.92;0.00;;
12/01/2021;Zimbabwe;23239;551;13396;2.37;57.64;39.98;;
12/01/2021;Zambie;29757;495;21074;1.66;70.82;27.52;;
12/01/2021;Afrique du Sud;1259748;34334;1019123;2.73;80.90;16.38;;
12/01/2021;Mayotte;6255;56;2964;0.90;47.39;51.72;;
12/01/2021;Yémen;2107;612;1416;29.05;67.20;3.75;;
12/01/2021;Kosovo;54261;1387;47081;2.56;86.77;10.68;;
12/01/2021;Samoa;2;0;2;0.00;100.00;0.00;;
12/01/2021;Vanuatu;1;0;1;0.00;100.00;0.00;;
12/01/2021;Viet Nam;1520;35;1361;2.30;89.54;8.16;;
12/01/2021;Venezuela;117299;1078;111175;0.92;94.78;4.30;;
12/01/2021;St-Vincent / Grenadines;284;0;106;0.00;37.32;62.68;;
12/01/2021;Vatican;27;0;15;0.00;55.56;44.44;;
12/01/2021;Ouzbékistan;77663;617;76134;0.79;98.03;1.17;;
12/01/2021;Uruguay;27846;269;20099;0.97;72.18;26.85;;
12/01/2021;États-Unis;22838110;380670;0;1.67;0.00;98.33;;
12/01/2021;Ouganda;37948;303;13018;0.80;34.30;64.90;;
12/01/2021;Ukraine;1160243;20915;841666;1.80;72.54;25.66;;
12/01/2021;Tanzanie;509;21;183;4.13;35.95;59.92;;
12/01/2021;Taïwan;838;7;730;0.84;87.11;12.05;;
12/01/2021;Trinité-et-Tobago;7286;128;6883;1.76;94.47;3.77;;
12/01/2021;Turquie;2346285;23152;2218464;0.99;94.55;4.46;;
12/01/2021;Tunisie;164936;5343;120999;3.24;73.36;23.40;;
12/01/2021;Timor-Leste;49;0;44;0.00;89.80;10.20;;
12/01/2021;Tadjikistan;13308;90;13215;0.68;99.30;0.02;;
12/01/2021;Thaïlande;10991;67;6943;0.61;63.17;36.22;;
12/01/2021;Togo;4045;73;3656;1.80;90.38;7.81;;
12/01/2021;Tchad;2668;108;2016;4.05;75.56;20.39;;
12/01/2021;Eswatini;11919;319;7898;2.68;66.26;31.06;;
12/01/2021;Syrie;12558;790;6185;6.29;49.25;44.46;;
12/01/2021;El Salvador;49539;1437;43810;2.90;88.44;8.66;;
12/01/2021;Sao Tomé-et-Principe;1090;17;990;1.56;90.83;7.61;;
12/01/2021;Soudan du sud;3670;63;3181;1.72;86.68;11.61;;
12/01/2021;Suriname;7178;138;6398;1.92;89.13;8.94;;
12/01/2021;Somalie;4726;130;3639;2.75;77.00;20.25;;
12/01/2021;Sénégal;21685;480;18502;2.21;85.32;12.46;;
12/01/2021;Saint-Marin;2706;65;2333;2.40;86.22;11.38;;
12/01/2021;Sierra Leone;2864;77;2006;2.69;70.04;27.27;;
12/01/2021;Slovaquie;211479;3102;153755;1.47;72.70;25.83;;
12/01/2021;Slovénie;141587;3053;114330;2.16;80.75;17.09;;
12/01/2021;Singapour;58946;29;58694;0.05;99.57;0.38;;
12/01/2021;Suède;506866;9667;0;1.91;0.00;98.09;;
12/01/2021;Soudan;23316;1468;13524;6.30;58.00;35.70;;
12/01/2021;Seychelles;601;1;314;0.17;52.25;47.59;;
12/01/2021;Îles Salomon;17;0;10;0.00;58.82;41.18;;
12/01/2021;Arabie Saoudite;364096;6300;355857;1.73;97.74;0.53;;
12/01/2021;Rwanda;9950;125;6974;1.26;70.09;28.65;;
12/01/2021;Russie;3412390;61908;2796132;1.81;81.94;16.25;;
12/01/2021;Serbie;363924;3639;0;1.00;0.00;99.00;;
12/01/2021;Roumanie;676968;16881;605045;2.49;89.38;8.13;;
12/01/2021;Réunion;9359;42;8830;0.45;94.35;5.20;;
12/01/2021;Qatar;146279;246;142938;0.17;97.72;2.12;;
12/01/2021;Paraguay;117590;2437;93258;2.07;79.31;18.62;;
12/01/2021;Portugal;496552;8080;378084;1.63;76.14;22.23;;
12/01/2021;Palestine;148968;1630;133599;1.09;89.68;9.22;;
12/01/2021;Pologne;1395779;31593;1138126;2.26;81.54;16.20;;
12/01/2021;Pakistan;508824;10772;464950;2.12;91.38;6.51;;
12/01/2021;Philippines;491258;9554;458172;1.94;93.27;4.79;;
12/01/2021;Papouasie-Nouvelle-Guinée;823;9;755;1.09;91.74;7.17;;
12/01/2021;Polynésie Française;17403;124;4842;0.71;27.82;71.46;;
12/01/2021;Pérou;1037350;38335;970916;3.70;93.60;2.71;;
12/01/2021;Panama;285093;4561;223635;1.60;78.44;19.96;;
12/01/2021;Oman;130944;1508;123187;1.15;94.08;4.77;;
12/01/2021;Nouvelle-Zélande;2228;25;2141;1.12;96.10;2.78;;
12/01/2021;Népal;265698;1932;259358;0.73;97.61;1.66;;
12/01/2021;Norvège;56615;482;17998;0.85;31.79;67.36;;
12/01/2021;Pays-Bas;895543;12664;11174;1.41;1.25;97.34;;
12/01/2021;Nicaragua;6152;167;4225;2.71;68.68;28.61;;
12/01/2021;Nigéria;102601;1373;81574;1.34;79.51;19.16;;
12/01/2021;Niger;3969;135;2507;3.40;63.16;33.43;;
12/01/2021;Nouvelle-Calédonie;40;0;40;0.00;100.00;0.00;;
12/01/2021;Namibie;28871;264;24938;0.91;86.38;12.71;;
12/01/2021;Mozambique;22996;201;18170;0.87;79.01;20.11;;
12/01/2021;Malaisie;141533;559;110584;0.39;78.13;21.47;;
12/01/2021;Mexique;1556028;135682;1168354;8.72;75.09;16.19;;
12/01/2021;Malawi;9027;235;5838;2.60;64.67;32.72;;
12/01/2021;Maldives;14218;49;13402;0.34;94.26;5.39;;
12/01/2021;Maurice;546;10;516;1.83;94.51;3.66;;
12/01/2021;Malte;14769;234;12016;1.58;81.36;17.06;;
12/01/2021;Mauritanie;15707;392;13835;2.50;88.08;9.42;;
12/01/2021;Martinique;6227;43;98;0.69;1.57;97.74;;
12/01/2021;Macao;46;0;46;0.00;100.00;0.00;;
12/01/2021;Mongolie;1469;2;909;0.14;61.88;37.99;;
12/01/2021;Birmanie;131737;2878;115061;2.18;87.34;10.47;;
12/01/2021;Mali;7687;303;5354;3.94;69.65;26.41;;
12/01/2021;Macédoine;87117;2647;68364;3.04;78.47;18.49;;
12/01/2021;Îles Marshall;4;0;4;0.00;100.00;0.00;;
12/01/2021;Madagascar;18001;267;17447;1.48;96.92;1.59;;
12/01/2021;Saint Martin;1025;12;855;1.17;83.41;15.41;;
12/01/2021;Montenegro;53338;730;42995;1.37;80.61;18.02;;
12/01/2021;Moldavie;150138;3176;139427;2.12;92.87;5.02;;
12/01/2021;Monaco;1092;7;900;0.64;82.42;16.94;;
12/01/2021;Maroc;453789;7784;427351;1.72;94.17;4.11;;
12/01/2021;Libye;106030;1622;82229;1.53;77.55;20.92;;
12/01/2021;Lettonie;50777;882;36260;1.74;71.41;26.85;;
12/01/2021;Luxembourg;48181;538;44848;1.12;93.08;5.80;;
12/01/2021;Lituanie;161348;2272;95627;1.41;59.27;39.32;;
12/01/2021;Lesotho;5937;85;1572;1.43;26.48;72.09;;
12/01/2021;Libéria;1876;84;1697;4.48;90.46;5.06;;
12/01/2021;Sri Lanka;49537;244;42621;0.49;86.04;13.47;;
12/01/2021;Liechtenstein;2355;49;2196;2.08;93.25;4.67;;
12/01/2021;Sainte-Lucie;490;5;310;1.02;63.27;35.71;;
12/01/2021;Liban;226948;1705;144857;0.75;63.83;35.42;;
12/01/2021;Laos;41;0;40;0.00;97.56;2.44;;
12/01/2021;Kazakhstan;210976;2879;184545;1.36;87.47;11.16;;
12/01/2021;Koweït;155335;946;149575;0.61;96.29;3.10;;
12/01/2021;Corée du Sud;70212;1185;54636;1.69;77.82;20.50;;
12/01/2021;Saint-Kitts-et-Nevis;34;0;31;0.00;91.18;8.82;;
12/01/2021;Comores;1166;21;889;1.80;76.24;21.96;;
12/01/2021;Cambodge;398;0;376;0.00;94.47;5.53;;
12/01/2021;Kirghizistan;82587;1375;78358;1.66;94.88;3.46;;
12/01/2021;Kenya;98432;1716;81255;1.74;82.55;15.71;;
12/01/2021;Japon;298321;3962;225240;1.33;75.50;23.17;;
12/01/2021;Jordanie;309846;4076;292104;1.32;94.27;4.41;;
12/01/2021;Jamaïque;13760;315;11526;2.29;83.76;13.95;;
12/01/2021;Italie;2303263;79819;1653404;3.47;71.79;24.75;;
12/01/2021;Islande;5912;29;5734;0.49;96.99;2.52;;
12/01/2021;Iran;1299022;56360;1088465;4.34;83.79;11.87;;
12/01/2021;Iraq;604549;12911;560583;2.14;92.73;5.14;;
12/01/2021;Inde;10495147;151529;10129111;1.44;96.51;2.04;;
12/01/2021;Israël;510063;3771;429929;0.74;84.29;14.97;;
12/01/2021;Irlande;155591;2397;23364;1.54;15.02;83.44;;
12/01/2021;Indonésie;846765;24645;695807;2.91;82.17;14.92;;
12/01/2021;Hongrie;344352;10853;209852;3.15;60.94;35.91;;
12/01/2021;Haïti;10415;238;8840;2.29;84.88;12.84;;
12/01/2021;Croatie;220982;4446;211633;2.01;95.77;2.22;;
12/01/2021;Honduras;129805;3294;59389;2.54;45.75;51.71;;
12/01/2021;Hong-Kong;9343;160;8524;1.71;91.23;7.05;;
12/01/2021;Guyana;6653;170;6047;2.56;90.89;6.55;;
12/01/2021;Guinée-Bissau;2478;45;2400;1.82;96.85;1.33;;
12/01/2021;Guatemala;144982;5080;131974;3.50;91.03;5.47;;
12/01/2021;Grèce;146020;5329;93764;3.65;64.21;32.14;;
12/01/2021;Guinée Équatoriale;5296;86;5154;1.62;97.32;1.06;;
12/01/2021;Guadeloupe;8834;156;2242;1.77;25.38;72.85;;
12/01/2021;Guinée;14025;81;13255;0.58;94.51;4.91;;
12/01/2021;Gambie;3876;125;3678;3.22;94.89;1.88;;
12/01/2021;Gibraltar;3324;17;2213;0.51;66.58;32.91;;
12/01/2021;Ghana;56421;338;54753;0.60;97.04;2.36;;
12/01/2021;Guyane Française;14221;74;9995;0.52;70.28;29.20;;
12/01/2021;Géorgie;241637;2820;227208;1.17;94.03;4.80;;
12/01/2021;Grenade;132;1;123;0.76;93.18;6.06;;
12/01/2021;Royaume-Uni;3169967;83325;5135;2.63;0.16;97.21;;
12/01/2021;Gabon;9740;66;9549;0.68;98.04;1.28;;
12/01/2021;France;2800790;68431;180277;2.44;6.44;91.12;;
12/01/2021;Îles Féroé;646;1;618;0.15;95.67;4.18;;
12/01/2021;Fidji;53;2;47;3.77;88.68;7.55;;
12/01/2021;Finlande;39011;602;31000;1.54;79.46;18.99;;
12/01/2021;Éthiopie;128992;2004;114262;1.55;88.58;9.87;;
12/01/2021;Espagne;2137220;52683;150376;2.47;7.04;90.50;;
12/01/2021;Érythrée;1596;6;934;0.38;58.52;41.10;;
12/01/2021;Égypte;151723;8304;119635;5.47;78.85;15.68;;
12/01/2021;Estonie;34138;292;23811;0.86;69.75;29.40;;
12/01/2021;Équateur;222567;14196;193581;6.38;86.98;6.65;;
12/01/2021;Algérie;102641;2816;69608;2.74;67.82;29.44;;
12/01/2021;République Dominicaine;184788;2427;139867;1.31;75.69;23.00;;
12/01/2021;Dominique;109;0;101;0.00;92.66;7.34;;
12/01/2021;Danemark;183830;1623;158771;0.88;86.37;12.75;;
12/01/2021;Djibouti;5879;61;5801;1.04;98.67;0.29;;
12/01/2021;Allemagne;1968326;42889;1616761;2.18;82.14;15.68;;
12/01/2021;République Tchèque;844799;13485;676593;1.60;80.09;18.31;;
12/01/2021;Chypre;27897;157;2057;0.56;7.37;92.06;;
12/01/2021;Cap-vert;12506;115;11815;0.92;94.47;4.61;;
12/01/2021;Cuba;15494;155;12252;1.00;79.08;19.92;;
12/01/2021;Costa Rica;181093;2367;139297;1.31;76.92;21.77;;
12/01/2021;Colombie;1816082;46782;1646892;2.58;90.68;6.74;;
12/01/2021;Chine;87706;4634;82287;5.28;93.82;0.90;;
12/01/2021;Cameroun;27336;451;24892;1.65;91.06;7.29;;
12/01/2021;Chili;649135;17182;608804;2.65;93.79;3.57;;
12/01/2021;Côte d'Ivoire;24186;140;22740;0.58;94.02;5.40;;
12/01/2021;Congo (Brazzaville);7160;112;5846;1.56;81.65;16.79;;
12/01/2021;Suisse;487357;8470;317600;1.74;65.17;33.09;;
12/01/2021;République Centrafricaine;4973;63;4885;1.27;98.23;0.50;;
12/01/2021;Rép. Dém. du Congo;19707;625;14766;3.17;74.93;21.90;;
12/01/2021;Canada;679072;17255;582822;2.54;85.83;11.63;;
12/01/2021;Belize;11366;277;10502;2.44;92.40;5.16;;
12/01/2021;Bélarus;215724;1535;197851;0.71;91.71;7.57;;
12/01/2021;Botswana;16768;59;13310;0.35;79.38;20.27;;
12/01/2021;Bhoutan;831;1;481;0.12;57.88;42.00;;
12/01/2021;Bahamas;8004;175;6331;2.19;79.10;18.72;;
12/01/2021;Brésil;8195637;204690;7284945;2.50;88.89;8.61;;
12/01/2021;Bolivie;176761;9454;139672;5.35;79.02;15.63;;
12/01/2021;Brunéi Darussalam;174;3;153;1.72;87.93;10.34;;
12/01/2021;Saint Barthélemy;206;1;172;0.49;83.50;16.02;;
12/01/2021;Bénin;3363;46;3222;1.37;95.81;2.82;;
12/01/2021;Burundi;1019;2;773;0.20;75.86;23.95;;
12/01/2021;Bahreïn;96195;356;92920;0.37;96.60;3.03;;
12/01/2021;Bulgarie;209881;8279;140548;3.94;66.97;29.09;;
12/01/2021;Burkina Faso;8463;92;6028;1.09;71.23;27.69;;
12/01/2021;Belgique;667322;20194;0;3.03;0.00;96.97;;
12/01/2021;Bangladesh;524020;7819;468681;1.49;89.44;9.07;;
12/01/2021;Barbade;968;7;408;0.72;42.15;57.13;;
12/01/2021;Bosnie-Herzégovine;116200;4373;82822;3.76;71.28;24.96;;
12/01/2021;Azerbaïdjan;225346;2941;210798;1.31;93.54;5.15;;
12/01/2021;Australie;28650;909;25865;3.17;90.28;6.55;;
12/01/2021;Autriche;383833;6819;357562;1.78;93.16;5.07;;
12/01/2021;Argentine;1744704;44848;1527861;2.57;87.57;9.86;;
12/01/2021;Angola;18343;422;15512;2.30;84.57;13.13;;
12/01/2021;Arménie;162643;2941;150602;1.81;92.60;5.60;;
12/01/2021;Albanie;64627;1252;38421;1.94;59.45;38.61;;
12/01/2021;Antigua-et-Barbuda;176;5;152;2.84;86.36;10.80;;
12/01/2021;Afghanistan;53584;2301;44608;4.29;83.25;12.46;;
12/01/2021;Émirats Arabes Unis;236225;717;210561;0.30;89.14;10.56;;
12/01/2021;Andorre;8682;86;7930;0.99;91.34;7.67;;
11/01/2021;Andorre;8586;85;7724;0.99;89.96;9.05;;
11/01/2021;Émirats Arabes Unis;232982;711;208366;0.31;89.43;10.26;;
11/01/2021;Afghanistan;53538;2288;44137;4.27;82.44;13.29;;
11/01/2021;Antigua-et-Barbuda;176;5;152;2.84;86.36;10.80;;
11/01/2021;Albanie;63971;1247;37981;1.95;59.37;38.68;;
11/01/2021;Arménie;162288;2931;149873;1.81;92.35;5.84;;
11/01/2021;Angola;18254;420;14825;2.30;81.22;16.48;;
11/01/2021;Argentine;1730921;44654;1518715;2.58;87.74;9.68;;
11/01/2021;Autriche;382258;6747;355530;1.77;93.01;5.23;;
11/01/2021;Australie;28634;909;25843;3.17;90.25;6.57;;
11/01/2021;Azerbaïdjan;224827;2926;209522;1.30;93.19;5.51;;
11/01/2021;Bosnie-Herzégovine;115633;4330;81625;3.74;70.59;25.67;;
11/01/2021;Barbade;884;7;399;0.79;45.14;54.07;;
11/01/2021;Bangladesh;523302;7803;467718;1.49;89.38;9.13;;
11/01/2021;Belgique;665223;20122;0;3.02;0.00;96.98;;
11/01/2021;Burkina Faso;8279;89;5872;1.08;70.93;28.00;;
11/01/2021;Bulgarie;209131;8232;137842;3.94;65.91;30.15;;
11/01/2021;Bahreïn;95879;356;92645;0.37;96.63;3.00;;
11/01/2021;Burundi;1019;2;773;0.20;75.86;23.95;;
11/01/2021;Bénin;3363;46;3222;1.37;95.81;2.82;;
11/01/2021;Saint Barthélemy;206;1;172;0.49;83.50;16.02;;
11/01/2021;Brunéi Darussalam;173;3;153;1.73;88.44;9.83;;
11/01/2021;Bolivie;175288;9415;138809;5.37;79.19;15.44;;
